"1866","39","Adalaj Gandhinagar"
"1867","39","Gandhinagar"
"1868","41","Satellite"
"1869","41","Bodakdev"
"1870","41","Drive in Road"
"1871","41","Gurukul"
"1872","41","Memnagar"
"1873","41","Nehru Nagar"
"1874","41","Panjrapole"
"1875","41","S G Highway"
"1876","41","Sarkhej"
"1877","41","Thaltej"
"1878","41","Vasna"
"1879","41","Vastrapur"
"1880","41","Vejalpur"
"1881","41","Bopal"
"1882","39","Sabarmati"
"1883","39","Naranpura"
"1884","94","Usmanpura"
"1885","40","Danilimda"
"1886","95","Nava Naroda"
"1887","39","Sola"
"1888","95","Dariapur"
"1889","39","Chandkheda"
"1890","39","New Wadaj"
"1891","41","Sola Road"
"1892","41","Juhapura"
"1893","41","Ghatlodia"
"1894","41","Gulbai Tekra"
"1895","41","Ambawadi"
"1896","94","Shahpur"
"1897","94","Mirzapur"
"1898","94","Khamasa"
"1899","94","Raikhad"
"1900","94","Sardar Patel Road"
"1901","40","Jamalpur"
"1902","40","Behrampura"
"1903","94","Khadia"
"1904","94","Sarangpur"
"1905","94","Manek Chowk"
"1906","40","Isanpur"
"1907","95","Saraspur"
"1908","95","Gomtipur"
"1909","39","Meghani Nagar"
"1910","95","Khokhra Mehmadabad"
"1911","95","Odhav"
"1912","95","Amraiwadi"
"1913","95","Thakkarbapa Nagar"
"1914","41","Prahlad Nagar"
"1915","39","Gota"
"1916","40","Vatva"
"1917","40","Narol"
"1918","39","Keshav Nagar"
"1919","39","Naroda"
"1920","39","Mehsana"
"1921","95","Nikol"
"1922","40","Bavla"
"1923","39","Ranip"
"1924","95","Vastral"
"1925","39","Motera"
"1926","39","Chandlodia"
"1927","41","Hathijan"
"1928","95","Ghodasar"
"1929","39","Saijpur Bogha"
"1930","41","Chanakyapuri"
"1931","39","Kubernagar"
"1932","39","Asarwa"
"1933","41","Shyamal"
"1934","95","Ashram Road"
"1935","48","Sector 19"
"1936","48","Sector 26"
"1937","48","Sector 5"
"1938","48","Sector 7"
"1939","48","Sector 8"
"1940","48","Sector 9"
"1941","47","Sector 16"
"1942","47","Sector 17"
"1943","47","Sector 18"
"1944","47","Sector 20"
"1945","47","Sector 21"
"1946","47","Sector 22"
"1947","47","Sector 23"
"1948","47","Sector 24"
"1949","49","Naya Gaon"
"1950","49","Sector 10"
"1951","49","Sector 11"
"1952","49","Sector 12"
"1953","49","Sector 14"
"1954","49","Sector 15"
"1955","50","Industrial Area Phase 1"
"1956","50","Industrial Area Phase 2"
"1957","50","Manimajra"
"1958","51","Mohali"
"1959","50","Sector 27"
"1960","50","Sector 28"
"1961","50","Sector 29"
"1962","50","Sector 30"
"1963","50","Sector 31"
"1964","50","Sector 32"
"1965","50","Sector 33"
"1966","50","Sector 44"
"1967","50","Sector 45"
"1968","50","Sector 46"
"1969","50","Sector 47"
"1970","50","Sector 48"
"1971","50","Sector 49"
"1972","51","Sector 25"
"1973","51","Sector 34"
"1974","51","Sector 35"
"1975","51","Sector 36"
"1976","51","Sector 37"
"1977","51","Sector 38"
"1978","51","Sector 40"
"1979","51","Sector 41"
"1980","51","Sector 42"
"1981","51","Sector 43"
"1982","51","Panchkula"
"1983","51","Zirakpur"
"1984","48","Daria"
"1985","50","Behlana"
"1986","51","Maloya"
"1987","53","Sector 59"
"1988","53","Sector 64"
"1989","53","Sector 60"
"1990","53","Sector 61"
"1991","53","Kharar"
"1992","53","Sector 70"
"1993","53","Sector 125"
"1994","53","Sector 55"
"1995","53","Sector 65"
"1996","53","Sector 71"
"1997","53","Sector 67"
"1998","52","Sector 9"
"1999","52","Sector 20"
"2000","52","Sector 5"
"2001","52","Sector 10"
"2002","52","Sector 16"
"2003","52","Sector 11"
"2004","52","Sector 8"
"2005","52","Sector 14"
"2006","52","Sector 15"
"2007","52","Sector 7"
"2008","42","Hall Bazar"
"2009","42","Joshi Colony"
"2010","42","INA Colony"
"2011","45","Verka"
"2012","45","Vallah"
"2013","43","Ranjit Avenue"
"2014","43","Gumtala"
"2015","44","Katra Ahluwalia"
"2016","44","Bharariwal"
"2017","46","Chheharta"
"2018","46","Pind Kale"
"2019","42","G T Road"
"2020","42","Majitha Road"
"2021","54","Colva"
"2022","54","Margao"
"2023","54","Verna"
"2024","54","Utorda"
"2025","54","Canacona"
"2026","54","Cavelossim"
"2027","54","Majorda"
"2028","54","Cansaulim"
"2029","54","Bogmalo"
"2030","54","Cortalim"
"2031","54","Ponda"
"2032","54","Betalbatim"
"2033","54","Quepem"
"2034","54","Benaulim"
"2035","54","Agonda"
"2036","55","Calangute"
"2037","55","Arpora"
"2038","55","Panaji"
"2039","55","Candolim"
"2040","55","Dona Paula"
"2041","55","Baga"
"2042","55","Mapusa"
"2043","55","Anjuna"
"2044","55","Alto Porvorim"
"2045","55","Porvorim"
"2046","55","Morjim"
"2047","55","Pernem"
"2048","55","Arambol"
"2049","55","Miramar"
"2050","55","Vagator"
"2051","55","Bicholim"
"2052","55","Old Goa"
"2053","54","Varca"
"2054","54","Palolem"
"2055","55","Saligao"
"2056","55","Bambolim"
"2057","55","Siolim"
"2058","55","Agassaim"
"2059","55","Sanquelim"
"2060","54","Vasco Da Gama"
"2061","55","Assagao"
"2062","55","Nerul"
"2063","55","Sangolda"
"2064","60","Pardesi Pura"
"2065","60","New Palasia"
"2066","60","Old Palasia"
"2067","60","Chhatribagh"
"2068","60","Navlakha"
"2069","58","Dev Nagar"
"2070","56","Rahu Kedi"
"2071","56","Manglia"
"2072","56","Vijay Nagar"
"2073","57","Rau"
"2074","57","Rajendra Nagar"
"2075","59","Sangam Nagar"
"2076","58","South Tukoganj"
"2077","57","Pipliya Rao"
"2078","56","Mahalakshmi Nagar"
"2079","60","Rajwada"
"2080","59","Bada Ganpati"
"2081","57","Vinay Nagar"
"2082","57","Sudama Nagar"
"2083","57","Dwarkapuri"
"2084","58","Tilak Nagar"
"2085","58","Chhoti Gwaltoli"
"2086","60","Roopram Nagar"
"2087","59","Airport Road"
"2088","56","Chandra Nagar"
"2089","56","Marimata Square"
"2090","61","Adarsh Nagar"
"2091","61","Agra Road"
"2092","65","Bais Godam"
"2093","65","Bani Park"
"2094","63","Bapu Nagar"
"2095","63","Bhawani Singh Road"
"2096","62","Brahmpuri"
"2097","65","C Scheme"
"2098","65","Chandpole"
"2099","65","Chaura Rasta"
"2100","64","Chitrakoot Scheme"
"2101","65","Civil Lines"
"2102","63","Durgapura"
"2103","62","Gopalbari"
"2104","63","Gopalpura"
"2105","64","Hasan Pura"
"2106","63","Jagatpura"
"2107","61","Jawahar Nagar"
"2108","62","Jhotwara"
"2109","65","Johari Bazaar"
"2110","64","Khatipura"
"2111","65","Lal Kothi"
"2112","63","Malviya Nagar"
"2113","63","Mansarovar"
"2114","64","Mirza Ismail Road"
"2115","61","Narayan Singh Circle"
"2116","65","Nehru Bazar"
"2117","63","Pratap Nagar"
"2118","61","Raja Park"
"2119","61","Ramganj"
"2120","63","Sanganer"
"2121","62","Shastri Nagar"
"2122","64","Shyam Nagar"
"2123","65","Sindhi Camp"
"2124","63","Sitapura"
"2125","64","Sodala"
"2126","65","Subhash Nagar"
"2127","63","Tonk Phatak"
"2128","63","Tonk Road"
"2129","62","Tripolia Bazaar"
"2130","64","Vaishali Nagar"
"2131","62","Vidhyadhar Nagar"
"2132","62","Vishwakarma Industrial Area"
"2133","64","Ajmer Road"
"2134","62","Amer Road"
"2135","63","Kukas"
"2136","64","Panchyawala"
"2137","62","Amer"
"2138","64","Nirman Nagar"
"2139","63","NH 8"
"2140","66","Downtown"
"2141","66","General Ganj"
"2142","66","Mirpur"
"2143","66","Shastri Nagar"
"2144","68","Gandhigram"
"2145","68","Jajmau Sub Metro City"
"2146","67","Shukla Ganj"
"2147","70","Kidwai Nagar"
"2148","69","Kalyanpur"
"2149","69","Armapur Estate"
"2150","69","Khyora"
"2151","69","Nawabganj"
"2152","67","Khalasi Line"
"2153","67","Ashok Nagar"
"2154","67","Kakadeo"
"2155","79","Aminabad"
"2156","79","Cantonment"
"2157","79","Chowk"
"2158","79","Indra Nagar"
"2159","80","Kamta"
"2160","80","Vibhuti Khand"
"2161","81","Aliganj"
"2162","81","Daulatganj"
"2163","81","Jankipuram"
"2164","82","Alambagh"
"2165","82","Nilmatha"
"2166","82","Sindhunagar"
"2167","83","Charbagh"
"2168","83","Devpur"
"2169","83","Rajajipuram"
"2170","79","Hazratganj"
"2171","82","Krishna Nagar"
"2172","80","Gomti Nagar"
"2173","82","Ashiyana"
"2174","79","Daliganj"
"2175","81","Mahanagar"
"2176","81","Khurram Nagar"
"2177","79","Lalbagh"
"2178","89","Mall Road"
"2179","90","Sanjauli"
"2180","91","Bemloe"
"2181","91","Chotta Shimla"
"2182","91","New Shimla"
"2183","92","Totu"
"2184","89","Lakkar Bazar"
"2185","90","Dhalli"
"2186","92","Tutikandi"
"2187","89","Cart Road"
"2188","89","National Highway 22"
"2189","87","Civil Lines"
"2190","87","Old Ludhiana"
"2191","87","Dal Bazar"
"2192","87","Miller Ganj"
"2193","85","Focal Point"
"2194","86","Salem Tabri"
"2195","88","Model Town"
"2196","84","Haibowal Kalan"
"2197","85","Jamalpur Colony"
"2198","86","Govind Pura"
"2199","88","Shimlapuri"
"2200","15","Ferozepur Road"
"2201","88","Dugri"
"2202","84","Hambran Road"
"2203","85","Samrala Road"
"2204","88","Pakhowal Road"
"2205","88","BRS Nagar"
"2206","73","B B D Bagh"
"2207","73","Bowbazar"
"2208","71","Chandni Chowk"
"2209","71","Chittaranjan Avenue"
"2210","71","Entally"
"2211","71","Esplanade"
"2212","71","Park Street"
"2213","71","Shakespeare Sarani"
"2214","78","Dumdum"
"2215","72","Kankurgachhi"
"2216","72","Lake Town"
"2217","72","Rajarhat"
"2218","72","Salt Lake"
"2219","72","Tangra"
"2220","73","Shyambazar"
"2221","74","Alipore"
"2222","74","Ballygunge"
"2223","74","Bhawanipur"
"2224","71","Camac Street"
"2225","74","Elgin Road"
"2226","74","Gariahat"
"2227","74","Hazra"
"2228","74","Jadavpur"
"2229","74","Kalighat"
"2230","74","New Alipore"
"2231","74","Santoshpur"
"2232","74","Tollygunge"
"2233","73","Ultadanga"
"2234","74","Garia"
"2235","74","Rashbehari Avenue"
"2236","73","Baranagar"
"2237","74","Diamond Harbour Road"
"2238","75","Howrah"
"2239","74","Park Street"
"2240","73","Bidhan Sarani"
"2241","74","Jodhpur Park"
"2242","74","Russel Street"
"2243","72","Bangur Avenue"
"2244","71","Ho Chi Minh Sarani"
"2245","71","Dharmatala"
"2246","74","JBS Haldane Avenue"
"2247","74","Behala"
"2248","73","MG Road"
"2249","74","Southern Avenue"
"2250","72","E.M Bypass"
"2251","73","Jessore Road"
"2252","74","Hindustan Park"
"2253","71","Sarat Bose Road"
"2254","78","Barrackpore"
"2255","73","Belgharia"
"2256","72","Beliaghata"
"2257","74","AJC Bose Road"
"2258","73","Sealdah"
"2259","74","Dhakuria"
"2260","73","College Street"
"2261","71","New Market"
"2262","75","New Town"
"2263","74","Kalikapur"
"2264","71","Dalhousie BBD Bagh"
"2265","74","Chowringhee"
"2266","71","Mirza Ghalib Street"
"2267","76","Kona Expressway"
"2268","74","South 24 Parganas"
"2269","71","Taltala"
"2270","73","Phool Bagan"
"2271","74","Park Circus"
"2272","76","Shibpur"
"2273","75","Parnasree Palli"
"2274","74","Thakurpukur"
"2275","76","Liluah"
"2276","74","Lake Gardens"
"2277","74","Golpark"
"2278","74","Golf Green"
"2279","73","Khardah"
"2280","73","Hati Bagan"
"2281","73","Maniktala"
"2282","74","Kasba"
"2283","74","Rabindranath Avenue"
"2284","74","Santoshpur Survey Park"
"2285","72","Baguiati"
"2286","73","Kaikhali"
"2287","78","Teghoria"
"2288","73","Barasat"
"2289","73","Bara Bazar"
"2290","73","Girish Park"
"2291","73","Sova Bazar"
"2292","74","Baghajatin"
"2293","75","Kestopur"
"2294","75","Kidderpore"
"2295","72","Topsia"
"2296","73","North 24 Parganas"
"2297","75","Minto Park"
"2298","39","Vaishno Devi Circle"
"2299","31","Film Nagar"
"2300","77","Joka"
"2301","77","Falta"
"2302","15","UB City"
"2303","0","UB City"
"2304","0","Greater Kailash - 4"
"2305","0","Aaya Nagar "
"2306","74","Prince Anwar Shah Road"
"2307","0","Sector 86"
"2308","0","Sector 86"
"2309","0","Sector 86"
"2310","0","test"
"2311","0","test"
"2312","0","test"
"2313","9","Sector 86"
"2314","1","Greater Kailash 4"
"2315","74","Desapriya Park"
"2316","2","Jhilmil Colony"
"2317","74","Paddapukur"
